Tamanho,Iteracao,Tipo,Tempo_ms
1100,6,dinamico_rapido,1.217
1100,6,dinamico_lento,2.272
1100,7,estatico_rapido,1.320
1100,7,estatico_lento,2.970
1100,7,dinamico_rapido,1.209
1100,7,dinamico_lento,2.348
1100,8,estatico_rapido,1.235
1100,8,estatico_lento,2.251
1100,8,dinamico_rapido,1.203
1100,8,dinamico_lento,2.386
1100,9,estatico_rapido,1.213
1100,9,estatico_lento,2.369
1100,9,dinamico_rapido,1.209
1100,9,dinamico_lento,2.266
1100,10,estatico_rapido,1.225
1100,10,estatico_lento,2.240
1100,10,dinamico_rapido,1.251
1100,10,dinamico_lento,2.245
1150,1,estatico_rapido,1.421
1150,1,estatico_lento,2.458
1150,1,dinamico_rapido,1.363
1150,1,dinamico_lento,2.503
1150,2,estatico_rapido,1.386
1150,2,estatico_lento,2.457
1150,2,dinamico_rapido,1.379
1150,2,dinamico_lento,2.447
1150,3,estatico_rapido,1.414
1150,3,estatico_lento,2.379
1150,3,dinamico_rapido,1.400
1150,3,dinamico_lento,2.450
1150,4,estatico_rapido,1.566
1150,4,estatico_lento,2.602
1150,4,dinamico_rapido,1.631
1150,4,dinamico_lento,2.565
1150,5,estatico_rapido,1.524
1150,5,estatico_lento,2.501
1150,5,dinamico_rapido,1.414
1150,5,dinamico_lento,2.494
1150,6,estatico_rapido,1.411
1150,6,estatico_lento,2.510
1150,6,dinamico_rapido,1.402
1150,6,dinamico_lento,2.471
1150,7,estatico_rapido,1.419
1150,7,estatico_lento,2.889
1150,7,dinamico_rapido,1.585
1150,7,dinamico_lento,3.018
1150,8,estatico_rapido,1.405
1150,8,estatico_lento,2.530
1150,8,dinamico_rapido,1.382
1150,8,dinamico_lento,2.509
1150,9,estatico_rapido,1.523
1150,9,estatico_lento,2.503
1150,9,dinamico_rapido,1.433
1150,9,dinamico_lento,2.583
1150,10,estatico_rapido,1.620
1150,10,estatico_lento,2.504
1150,10,dinamico_rapido,1.537
1150,10,dinamico_lento,2.498
1200,1,estatico_rapido,1.372
1200,1,estatico_lento,2.362
1200,1,dinamico_rapido,1.428
1200,1,dinamico_lento,2.411
1200,2,estatico_rapido,1.408
1200,2,estatico_lento,2.432
1200,2,dinamico_rapido,1.409
1200,2,dinamico_lento,2.377
1200,3,estatico_rapido,1.403
1200,3,estatico_lento,2.339
1200,3,dinamico_rapido,1.457
1200,3,dinamico_lento,2.282
1200,4,estatico_rapido,1.413
1200,4,estatico_lento,2.437
1200,4,dinamico_rapido,1.483
1200,4,dinamico_lento,2.493
1200,5,estatico_rapido,1.455
1200,5,estatico_lento,2.459
1200,5,dinamico_rapido,1.547
1200,5,dinamico_lento,2.443
1200,6,estatico_rapido,1.520
1200,6,estatico_lento,2.459
1200,6,dinamico_rapido,1.651
1200,6,dinamico_lento,2.515
1200,7,estatico_rapido,1.468
1200,7,estatico_lento,2.611
1200,7,dinamico_rapido,1.511
1200,7,dinamico_lento,2.536
1200,8,estatico_rapido,1.540
1200,8,estatico_lento,2.464
1200,8,dinamico_rapido,1.482
1200,8,dinamico_lento,2.712
1200,9,estatico_rapido,1.457
1200,9,estatico_lento,2.995
1200,9,dinamico_rapido,1.519
1200,9,dinamico_lento,2.487
1200,10,estatico_rapido,1.391
1200,10,estatico_lento,2.416
1200,10,dinamico_rapido,1.440
1200,10,dinamico_lento,3.062
1250,1,estatico_rapido,1.639
1250,1,estatico_lento,3.013
1250,1,dinamico_rapido,1.630
1250,1,dinamico_lento,2.941
1250,2,estatico_rapido,2.015
1250,2,estatico_lento,2.981
1250,2,dinamico_rapido,1.649
1250,2,dinamico_lento,2.966
1250,3,estatico_rapido,1.667
1250,3,estatico_lento,3.205
1250,3,dinamico_rapido,1.626
1250,3,dinamico_lento,3.050
1250,4,estatico_rapido,1.671
1250,4,estatico_lento,3.161
1250,4,dinamico_rapido,1.739
1250,4,dinamico_lento,3.147
1250,5,estatico_rapido,1.913
1250,5,estatico_lento,3.125
1250,5,dinamico_rapido,1.698
1250,5,dinamico_lento,3.043
1250,6,estatico_rapido,1.819
1250,6,estatico_lento,3.136
1250,6,dinamico_rapido,1.722
1250,6,dinamico_lento,3.218
1250,7,estatico_rapido,1.660
1250,7,estatico_lento,3.009
1250,7,dinamico_rapido,1.702
1250,7,dinamico_lento,3.038
1250,8,estatico_rapido,1.647
1250,8,estatico_lento,3.216
1250,8,dinamico_rapido,1.762
1250,8,dinamico_lento,3.412
1250,9,estatico_rapido,1.823
1250,9,estatico_lento,3.102
1250,9,dinamico_rapido,1.690
1250,9,dinamico_lento,2.985
1250,10,estatico_rapido,1.702
1250,10,estatico_lento,3.017
1250,10,dinamico_rapido,1.684
1250,10,dinamico_lento,3.014
1300,1,estatico_rapido,1.648
1300,1,estatico_lento,3.207
1300,1,dinamico_rapido,1.673
1300,1,dinamico_lento,4.238
1300,2,estatico_rapido,1.894
1300,2,estatico_lento,3.166
1300,2,dinamico_rapido,1.691
1300,2,dinamico_lento,3.272
1300,3,estatico_rapido,1.689
1300,3,estatico_lento,3.308
1300,3,dinamico_rapido,1.884
1300,3,dinamico_lento,3.856
1300,4,estatico_rapido,1.784
1300,4,estatico_lento,3.264
1300,4,dinamico_rapido,1.717
1300,4,dinamico_lento,3.233
1300,5,estatico_rapido,1.779
1300,5,estatico_lento,3.226
1300,5,dinamico_rapido,1.711
1300,5,dinamico_lento,3.224
1300,6,estatico_rapido,1.802
1300,6,estatico_lento,3.276
1300,6,dinamico_rapido,1.750
1300,6,dinamico_lento,3.173
1300,7,estatico_rapido,1.745
1300,7,estatico_lento,3.484
1300,7,dinamico_rapido,2.095
1300,7,dinamico_lento,3.231
1300,8,estatico_rapido,2.088
1300,8,estatico_lento,4.601
1300,8,dinamico_rapido,1.730
1300,8,dinamico_lento,3.260
1300,9,estatico_rapido,1.728
1300,9,estatico_lento,3.213
1300,9,dinamico_rapido,1.768
1300,9,dinamico_lento,3.270
1300,10,estatico_rapido,1.770
1300,10,estatico_lento,3.200
1300,10,dinamico_rapido,1.711
1300,10,dinamico_lento,3.209
1350,1,estatico_rapido,1.993
1350,1,estatico_lento,3.554
1350,1,dinamico_rapido,1.932
1350,1,dinamico_lento,3.426
1350,2,estatico_rapido,1.927
1350,2,estatico_lento,3.485
1350,2,dinamico_rapido,1.955
1350,2,dinamico_lento,3.370
1350,3,estatico_rapido,1.915
1350,3,estatico_lento,3.937
1350,3,dinamico_rapido,2.007
1350,3,dinamico_lento,3.499
1350,4,estatico_rapido,1.943
1350,4,estatico_lento,3.451
1350,4,dinamico_rapido,1.941
1350,4,dinamico_lento,4.084
1350,5,estatico_rapido,1.944
1350,5,estatico_lento,3.516
1350,5,dinamico_rapido,1.925
1350,5,dinamico_lento,3.510
1350,6,estatico_rapido,1.932
1350,6,estatico_lento,3.467
1350,6,dinamico_rapido,1.929
1350,6,dinamico_lento,3.481
1350,7,estatico_rapido,1.966
1350,7,estatico_lento,3.658
1350,7,dinamico_rapido,1.963
1350,7,dinamico_lento,3.579
1350,8,estatico_rapido,2.480
1350,8,estatico_lento,3.454
1350,8,dinamico_rapido,1.925
1350,8,dinamico_lento,3.444
1350,9,estatico_rapido,1.925
1350,9,estatico_lento,3.430
1350,9,dinamico_rapido,2.473
1350,9,dinamico_lento,3.563
1350,10,estatico_rapido,1.982
1350,10,estatico_lento,3.471
1350,10,dinamico_rapido,1.920
1350,10,dinamico_lento,3.415
1400,1,estatico_rapido,1.895
1400,1,estatico_lento,3.632
1400,1,dinamico_rapido,1.934
1400,1,dinamico_lento,3.497
1400,2,estatico_rapido,2.106
1400,2,estatico_lento,3.594
1400,2,dinamico_rapido,1.919
1400,2,dinamico_lento,3.515
1400,3,estatico_rapido,1.946
1400,3,estatico_lento,3.671
1400,3,dinamico_rapido,2.030
1400,3,dinamico_lento,3.846
1400,4,estatico_rapido,1.928
1400,4,estatico_lento,3.610
1400,4,dinamico_rapido,1.953
1400,4,dinamico_lento,3.614
1400,5,estatico_rapido,2.289
1400,5,estatico_lento,3.553
1400,5,dinamico_rapido,2.301
1400,5,dinamico_lento,3.586
1400,6,estatico_rapido,1.937
1400,6,estatico_lento,3.636
1400,6,dinamico_rapido,1.943
1400,6,dinamico_lento,3.565
1400,7,estatico_rapido,2.297
1400,7,estatico_lento,3.621
1400,7,dinamico_rapido,1.959
1400,7,dinamico_lento,3.678
1400,8,estatico_rapido,1.980
1400,8,estatico_lento,3.731
1400,8,dinamico_rapido,1.966
1400,8,dinamico_lento,3.702
1400,9,estatico_rapido,1.924
1400,9,estatico_lento,4.432
1400,9,dinamico_rapido,1.993
1400,9,dinamico_lento,3.700
1400,10,estatico_rapido,1.930
1400,10,estatico_lento,3.885
1400,10,dinamico_rapido,1.933
1400,10,dinamico_lento,3.641
1450,1,estatico_rapido,2.215
1450,1,estatico_lento,4.309
1450,1,dinamico_rapido,2.201
1450,1,dinamico_lento,4.255
1450,2,estatico_rapido,2.187
1450,2,estatico_lento,4.134
1450,2,dinamico_rapido,2.186
1450,2,dinamico_lento,4.196
1450,3,estatico_rapido,2.606
1450,3,estatico_lento,4.482
1450,3,dinamico_rapido,2.942
1450,3,dinamico_lento,5.173
1450,4,estatico_rapido,2.273
1450,4,estatico_lento,4.168
1450,4,dinamico_rapido,2.231
1450,4,dinamico_lento,4.323
1450,5,estatico_rapido,2.224
1450,5,estatico_lento,4.240
1450,5,dinamico_rapido,2.262
1450,5,dinamico_lento,4.377
1450,6,estatico_rapido,2.222
1450,6,estatico_lento,4.269
1450,6,dinamico_rapido,2.258
1450,6,dinamico_lento,4.236
1450,7,estatico_rapido,2.221
1450,7,estatico_lento,4.180
1450,7,dinamico_rapido,2.245
1450,7,dinamico_lento,4.434
1450,8,estatico_rapido,2.224
1450,8,estatico_lento,4.201
1450,8,dinamico_rapido,2.900
1450,8,dinamico_lento,4.253
1450,9,estatico_rapido,2.797
1450,9,estatico_lento,4.211
1450,9,dinamico_rapido,2.287
1450,9,dinamico_lento,4.314
1450,10,estatico_rapido,2.257
1450,10,estatico_lento,4.242
1450,10,dinamico_rapido,2.243
1450,10,dinamico_lento,4.354
1500,1,estatico_rapido,2.254
1500,1,estatico_lento,4.315
1500,1,dinamico_rapido,2.233
1500,1,dinamico_lento,4.261
1500,2,estatico_rapido,2.360
1500,2,estatico_lento,4.286
1500,2,dinamico_rapido,2.347
1500,2,dinamico_lento,4.216
1500,3,estatico_rapido,2.305
1500,3,estatico_lento,4.405
1500,3,dinamico_rapido,2.273
1500,3,dinamico_lento,4.393
1500,4,estatico_rapido,2.372
1500,4,estatico_lento,5.053
1500,4,dinamico_rapido,2.291
1500,4,dinamico_lento,4.368
1500,5,estatico_rapido,2.292
1500,5,estatico_lento,5.333
1500,5,dinamico_rapido,2.302
1500,5,dinamico_lento,4.323
1500,6,estatico_rapido,2.315
1500,6,estatico_lento,4.403
1500,6,dinamico_rapido,2.303
1500,6,dinamico_lento,5.605
1500,7,estatico_rapido,2.341
1500,7,estatico_lento,4.417
1500,7,dinamico_rapido,2.467
1500,7,dinamico_lento,4.473
1500,8,estatico_rapido,2.526
1500,8,estatico_lento,4.486
1500,8,dinamico_rapido,2.311
1500,8,dinamico_lento,5.235
1500,9,estatico_rapido,2.310
1500,9,estatico_lento,4.369
1500,9,dinamico_rapido,2.373
1500,9,dinamico_lento,5.085
1500,10,estatico_rapido,2.294
1500,10,estatico_lento,4.300
1500,10,dinamico_rapido,2.298
1500,10,dinamico_lento,4.274
1550,1,estatico_rapido,2.562
1550,1,estatico_lento,4.688
1550,1,dinamico_rapido,2.515
1550,1,dinamico_lento,4.642
1550,2,estatico_rapido,2.552
1550,2,estatico_lento,4.637
1550,2,dinamico_rapido,2.523
1550,2,dinamico_lento,4.730
1550,3,estatico_rapido,2.714
1550,3,estatico_lento,4.796
1550,3,dinamico_rapido,2.579
1550,3,dinamico_lento,4.749
1550,4,estatico_rapido,2.527
1550,4,estatico_lento,4.754
1550,4,dinamico_rapido,2.683
1550,4,dinamico_lento,5.227
1550,5,estatico_rapido,3.058
1550,5,estatico_lento,4.763
1550,5,dinamico_rapido,2.567
1550,5,dinamico_lento,4.714
1550,6,estatico_rapido,2.533
1550,6,estatico_lento,4.689
1550,6,dinamico_rapido,2.563
1550,6,dinamico_lento,4.714
1550,7,estatico_rapido,2.516
1550,7,estatico_lento,4.689
1550,7,dinamico_rapido,2.597
1550,7,dinamico_lento,4.684
1550,8,estatico_rapido,2.548
1550,8,estatico_lento,5.379
1550,8,dinamico_rapido,2.581
1550,8,dinamico_lento,4.687
1550,9,estatico_rapido,2.515
1550,9,estatico_lento,4.704
1550,9,dinamico_rapido,2.555
1550,9,dinamico_lento,4.895
1550,10,estatico_rapido,2.788
1550,10,estatico_lento,4.710
1550,10,dinamico_rapido,2.587
1550,10,dinamico_lento,4.706
1600,1,estatico_rapido,2.491
1600,1,estatico_lento,5.153
1600,1,dinamico_rapido,2.571
1600,1,dinamico_lento,4.892
1600,2,estatico_rapido,2.500
1600,2,estatico_lento,4.924
1600,2,dinamico_rapido,3.126
1600,2,dinamico_lento,5.201
1600,3,estatico_rapido,2.496
1600,3,estatico_lento,5.013
1600,3,dinamico_rapido,2.536
1600,3,dinamico_lento,5.081
1600,4,estatico_rapido,2.445
1600,4,estatico_lento,5.039
1600,4,dinamico_rapido,2.649
1600,4,dinamico_lento,5.000
1600,5,estatico_rapido,2.520
1600,5,estatico_lento,5.363
1600,5,dinamico_rapido,2.562
1600,5,dinamico_lento,5.119
1600,6,estatico_rapido,2.536
1600,6,estatico_lento,5.147
1600,6,dinamico_rapido,2.547
1600,6,dinamico_lento,5.046
1600,7,estatico_rapido,2.447
1600,7,estatico_lento,4.898
1600,7,dinamico_rapido,2.521
1600,7,dinamico_lento,5.035
1600,8,estatico_rapido,2.828
1600,8,estatico_lento,5.106
1600,8,dinamico_rapido,2.553
1600,8,dinamico_lento,5.040
1600,9,estatico_rapido,2.495
1600,9,estatico_lento,5.001
1600,9,dinamico_rapido,2.537
1600,9,dinamico_lento,4.998
1600,10,estatico_rapido,2.492
1600,10,estatico_lento,5.055
1600,10,dinamico_rapido,2.504
1600,10,dinamico_lento,5.017
1650,1,estatico_rapido,2.913
1650,1,estatico_lento,5.403
1650,1,dinamico_rapido,2.856
1650,1,dinamico_lento,5.404
1650,2,estatico_rapido,2.873
1650,2,estatico_lento,5.460
1650,2,dinamico_rapido,2.873
1650,2,dinamico_lento,5.630
1650,3,estatico_rapido,2.863
1650,3,estatico_lento,5.451
1650,3,dinamico_rapido,2.889
1650,3,dinamico_lento,5.483
1650,4,estatico_rapido,2.892
1650,4,estatico_lento,6.503
1650,4,dinamico_rapido,2.854
1650,4,dinamico_lento,5.413
1650,5,estatico_rapido,2.859
1650,5,estatico_lento,5.397
1650,5,dinamico_rapido,2.874
1650,5,dinamico_lento,5.857
1650,6,estatico_rapido,2.872
1650,6,estatico_lento,5.473
1650,6,dinamico_rapido,2.882
1650,6,dinamico_lento,5.475
1650,7,estatico_rapido,2.882
1650,7,estatico_lento,5.451
1650,7,dinamico_rapido,2.860
1650,7,dinamico_lento,5.506
1650,8,estatico_rapido,2.882
1650,8,estatico_lento,5.624
1650,8,dinamico_rapido,2.977
1650,8,dinamico_lento,5.434
1650,9,estatico_rapido,2.843
1650,9,estatico_lento,5.634
1650,9,dinamico_rapido,2.865
1650,9,dinamico_lento,5.512
1650,10,estatico_rapido,2.881
1650,10,estatico_lento,5.512
1650,10,dinamico_rapido,2.874
1650,10,dinamico_lento,5.464
1700,1,estatico_rapido,2.903
1700,1,estatico_lento,6.827
1700,1,dinamico_rapido,3.020
1700,1,dinamico_lento,6.679
1700,2,estatico_rapido,2.961
1700,2,estatico_lento,6.612
1700,2,dinamico_rapido,2.991
1700,2,dinamico_lento,6.818
1700,3,estatico_rapido,2.939
1700,3,estatico_lento,6.839
1700,3,dinamico_rapido,2.910
1700,3,dinamico_lento,6.806
1700,4,estatico_rapido,2.941
1700,4,estatico_lento,6.940
1700,4,dinamico_rapido,2.905
1700,4,dinamico_lento,6.719
1700,5,estatico_rapido,2.957
1700,5,estatico_lento,6.996
1700,5,dinamico_rapido,2.966
1700,5,dinamico_lento,7.022
1700,6,estatico_rapido,2.913
1700,6,estatico_lento,6.728
1700,6,dinamico_rapido,3.032
1700,6,dinamico_lento,6.930
1700,7,estatico_rapido,2.878
1700,7,estatico_lento,6.769
1700,7,dinamico_rapido,2.920
1700,7,dinamico_lento,6.664
1700,8,estatico_rapido,2.926
1700,8,estatico_lento,6.722
1700,8,dinamico_rapido,2.899
1700,8,dinamico_lento,6.688
1700,9,estatico_rapido,2.940
1700,9,estatico_lento,6.822
1700,9,dinamico_rapido,2.952
1700,9,dinamico_lento,6.813
1700,10,estatico_rapido,2.923
1700,10,estatico_lento,6.659
1700,10,dinamico_rapido,2.925
1700,10,dinamico_lento,6.795
1750,1,estatico_rapido,3.174
1750,1,estatico_lento,6.188
1750,1,dinamico_rapido,3.201
1750,1,dinamico_lento,6.250
1750,2,estatico_rapido,3.721
1750,2,estatico_lento,6.390
1750,2,dinamico_rapido,3.339
1750,2,dinamico_lento,6.382
1750,3,estatico_rapido,3.182
1750,3,estatico_lento,6.352
1750,3,dinamico_rapido,3.456
1750,3,dinamico_lento,6.363
1750,4,estatico_rapido,3.211
1750,4,estatico_lento,6.272
1750,4,dinamico_rapido,3.260
1750,4,dinamico_lento,6.347
1750,5,estatico_rapido,3.513
1750,5,estatico_lento,6.248
1750,5,dinamico_rapido,3.215
1750,5,dinamico_lento,6.365
1750,6,estatico_rapido,3.227
1750,6,estatico_lento,6.377
1750,6,dinamico_rapido,3.470
1750,6,dinamico_lento,6.356
1750,7,estatico_rapido,3.220
1750,7,estatico_lento,6.350
1750,7,dinamico_rapido,3.219
1750,7,dinamico_lento,6.388
1750,8,estatico_rapido,4.026
1750,8,estatico_lento,6.354
1750,8,dinamico_rapido,3.211
1750,8,dinamico_lento,6.383
1750,9,estatico_rapido,3.208
1750,9,estatico_lento,6.366
1750,9,dinamico_rapido,3.372
1750,9,dinamico_lento,6.368
1750,10,estatico_rapido,3.257
1750,10,estatico_lento,6.356
1750,10,dinamico_rapido,3.233
1750,10,dinamico_lento,6.389
1800,1,estatico_rapido,3.160
1800,1,estatico_lento,6.182
1800,1,dinamico_rapido,3.189
1800,1,dinamico_lento,6.163
1800,2,estatico_rapido,3.177
1800,2,estatico_lento,6.181
1800,2,dinamico_rapido,3.346
1800,2,dinamico_lento,6.280
1800,3,estatico_rapido,3.159
1800,3,estatico_lento,6.777
1800,3,dinamico_rapido,3.204
1800,3,dinamico_lento,6.677
1800,4,estatico_rapido,3.104
1800,4,estatico_lento,6.227
1800,4,dinamico_rapido,3.206
1800,4,dinamico_lento,6.323
1800,5,estatico_rapido,3.165
1800,5,estatico_lento,6.153
1800,5,dinamico_rapido,3.278
1800,5,dinamico_lento,6.154
1800,6,estatico_rapido,3.131
1800,6,estatico_lento,6.174
1800,6,dinamico_rapido,3.223
1800,6,dinamico_lento,6.135
1800,7,estatico_rapido,3.105
1800,7,estatico_lento,6.161
1800,7,dinamico_rapido,3.244
1800,7,dinamico_lento,6.176
1800,8,estatico_rapido,3.183
1800,8,estatico_lento,6.212
1800,8,dinamico_rapido,3.197
1800,8,dinamico_lento,6.178
1800,9,estatico_rapido,3.169
1800,9,estatico_lento,6.089
1800,9,dinamico_rapido,3.233
1800,9,dinamico_lento,6.174
1800,10,estatico_rapido,3.184
1800,10,estatico_lento,6.209
1800,10,dinamico_rapido,3.197
1800,10,dinamico_lento,6.325
1850,1,estatico_rapido,3.555
1850,1,estatico_lento,6.719
1850,1,dinamico_rapido,3.544
1850,1,dinamico_lento,6.739
1850,2,estatico_rapido,3.581
1850,2,estatico_lento,7.074
1850,2,dinamico_rapido,3.578
1850,2,dinamico_lento,7.068
1850,3,estatico_rapido,3.600
1850,3,estatico_lento,6.796
1850,3,dinamico_rapido,3.644
1850,3,dinamico_lento,6.742
1850,4,estatico_rapido,3.611
1850,4,estatico_lento,6.727
1850,4,dinamico_rapido,3.728
1850,4,dinamico_lento,6.780
1850,5,estatico_rapido,3.633
1850,5,estatico_lento,6.748
1850,5,dinamico_rapido,3.884
1850,5,dinamico_lento,6.786
1850,6,estatico_rapido,3.573
1850,6,estatico_lento,6.855
1850,6,dinamico_rapido,3.586
1850,6,dinamico_lento,6.772
1850,7,estatico_rapido,3.734
1850,7,estatico_lento,6.791
1850,7,dinamico_rapido,3.604
1850,7,dinamico_lento,6.862
1850,8,estatico_rapido,3.590
1850,8,estatico_lento,6.740
1850,8,dinamico_rapido,3.598
1850,8,dinamico_lento,6.741
1850,9,estatico_rapido,3.621
1850,9,estatico_lento,6.722
1850,9,dinamico_rapido,3.693
1850,9,dinamico_lento,6.835
1850,10,estatico_rapido,3.625
1850,10,estatico_lento,6.750
1850,10,dinamico_rapido,3.593
1850,10,dinamico_lento,6.717
1900,1,estatico_rapido,3.621
1900,1,estatico_lento,7.318
1900,1,dinamico_rapido,3.659
1900,1,dinamico_lento,7.316
1900,2,estatico_rapido,3.643
1900,2,estatico_lento,7.478
1900,2,dinamico_rapido,3.684
1900,2,dinamico_lento,7.341
1900,3,estatico_rapido,3.715
1900,3,estatico_lento,7.366
1900,3,dinamico_rapido,3.625
1900,3,dinamico_lento,7.465
1900,4,estatico_rapido,3.665
1900,4,estatico_lento,7.591
1900,4,dinamico_rapido,3.677
1900,4,dinamico_lento,7.371
1900,5,estatico_rapido,3.617
1900,5,estatico_lento,7.391
1900,5,dinamico_rapido,3.701
1900,5,dinamico_lento,7.448
1900,6,estatico_rapido,3.687
1900,6,estatico_lento,7.425
1900,6,dinamico_rapido,3.751
1900,6,dinamico_lento,7.399
1900,7,estatico_rapido,3.642
1900,7,estatico_lento,7.375
1900,7,dinamico_rapido,3.641
1900,7,dinamico_lento,7.381
1900,8,estatico_rapido,3.645
1900,8,estatico_lento,7.455
1900,8,dinamico_rapido,3.701
1900,8,dinamico_lento,7.435
1900,9,estatico_rapido,3.657
1900,9,estatico_lento,7.332
1900,9,dinamico_rapido,3.682
1900,9,dinamico_lento,7.364
1900,10,estatico_rapido,3.589
1900,10,estatico_lento,7.381
1900,10,dinamico_rapido,3.644
1900,10,dinamico_lento,7.614
1950,1,estatico_rapido,3.970
1950,1,estatico_lento,8.031
1950,1,dinamico_rapido,4.009
1950,1,dinamico_lento,7.998
1950,2,estatico_rapido,3.984
1950,2,estatico_lento,8.208
1950,2,dinamico_rapido,4.037
1950,2,dinamico_lento,8.518
1950,3,estatico_rapido,3.996
1950,3,estatico_lento,8.151
1950,3,dinamico_rapido,4.014
1950,3,dinamico_lento,8.277
1950,4,estatico_rapido,4.069
1950,4,estatico_lento,8.485
1950,4,dinamico_rapido,4.059
1950,4,dinamico_lento,8.333
1950,5,estatico_rapido,4.404
1950,5,estatico_lento,8.676
1950,5,dinamico_rapido,4.029
1950,5,dinamico_lento,8.458
1950,6,estatico_rapido,4.056
1950,6,estatico_lento,8.521
1950,6,dinamico_rapido,4.055
1950,6,dinamico_lento,8.531
1950,7,estatico_rapido,4.083
1950,7,estatico_lento,8.779
1950,7,dinamico_rapido,4.407
1950,7,dinamico_lento,8.610
1950,8,estatico_rapido,4.133
1950,8,estatico_lento,8.470
1950,8,dinamico_rapido,4.063
1950,8,dinamico_lento,8.417
1950,9,estatico_rapido,4.045
1950,9,estatico_lento,8.512
1950,9,dinamico_rapido,4.024
1950,9,dinamico_lento,8.310
1950,10,estatico_rapido,4.060
1950,10,estatico_lento,8.388
1950,10,dinamico_rapido,3.989
1950,10,dinamico_lento,8.262
2000,1,estatico_rapido,3.915
2000,1,estatico_lento,10.433
2000,1,dinamico_rapido,3.996
2000,1,dinamico_lento,10.297
2000,2,estatico_rapido,4.072
2000,2,estatico_lento,10.565
2000,2,dinamico_rapido,3.963
2000,2,dinamico_lento,10.062
2000,3,estatico_rapido,3.919
2000,3,estatico_lento,10.336
2000,3,dinamico_rapido,4.070
2000,3,dinamico_lento,10.510
2000,4,estatico_rapido,4.095
2000,4,estatico_lento,9.930
2000,4,dinamico_rapido,4.331
2000,4,dinamico_lento,10.063
2000,5,estatico_rapido,3.933
2000,5,estatico_lento,10.497
2000,5,dinamico_rapido,3.984
2000,5,dinamico_lento,9.936
2000,6,estatico_rapido,4.143
2000,6,estatico_lento,11.062
2000,6,dinamico_rapido,3.983
2000,6,dinamico_lento,10.452
2000,7,estatico_rapido,3.874
2000,7,estatico_lento,10.605
2000,7,dinamico_rapido,4.379
2000,7,dinamico_lento,10.153
2000,8,estatico_rapido,3.919
2000,8,estatico_lento,9.940
2000,8,dinamico_rapido,3.954
2000,8,dinamico_lento,10.219
2000,9,estatico_rapido,4.169
2000,9,estatico_lento,10.323
2000,9,dinamico_rapido,4.079
2000,9,dinamico_lento,11.010
2000,10,estatico_rapido,3.872
2000,10,estatico_lento,10.207
2000,10,dinamico_rapido,3.974
2000,10,dinamico_lento,10.137
2050,1,estatico_rapido,4.659
2050,1,estatico_lento,10.821
2050,1,dinamico_rapido,4.389
2050,1,dinamico_lento,11.114
2050,2,estatico_rapido,4.442
2050,2,estatico_lento,11.035
2050,2,dinamico_rapido,4.488
2050,2,dinamico_lento,11.670
2050,3,estatico_rapido,4.456
2050,3,estatico_lento,11.611
2050,3,dinamico_rapido,4.451
2050,3,dinamico_lento,11.052
2050,4,estatico_rapido,4.439
2050,4,estatico_lento,10.783
2050,4,dinamico_rapido,4.495
2050,4,dinamico_lento,10.731
2050,5,estatico_rapido,4.403
2050,5,estatico_lento,11.366
2050,5,dinamico_rapido,4.402
2050,5,dinamico_lento,10.919
2050,6,estatico_rapido,4.392
2050,6,estatico_lento,11.191
2050,6,dinamico_rapido,4.815
2050,6,dinamico_lento,11.015
2050,7,estatico_rapido,4.320
2050,7,estatico_lento,10.800
2050,7,dinamico_rapido,4.658
2050,7,dinamico_lento,11.093
2050,8,estatico_rapido,4.432
2050,8,estatico_lento,10.573
2050,8,dinamico_rapido,4.393
2050,8,dinamico_lento,10.685
2050,9,estatico_rapido,4.430
2050,9,estatico_lento,11.093
2050,9,dinamico_rapido,4.472
2050,9,dinamico_lento,11.433
2050,10,estatico_rapido,4.490
2050,10,estatico_lento,10.833
2050,10,dinamico_rapido,4.428
2050,10,dinamico_lento,11.104
2100,1,estatico_rapido,4.515
2100,1,estatico_lento,13.252
2100,1,dinamico_rapido,4.492
2100,1,dinamico_lento,12.620
2100,2,estatico_rapido,4.451
2100,2,estatico_lento,13.491
2100,2,dinamico_rapido,4.511
2100,2,dinamico_lento,14.049
2100,3,estatico_rapido,4.437
2100,3,estatico_lento,13.473
2100,3,dinamico_rapido,4.480
2100,3,dinamico_lento,13.122
2100,4,estatico_rapido,4.437
2100,4,estatico_lento,13.412
2100,4,dinamico_rapido,4.468
2100,4,dinamico_lento,14.110
2100,5,estatico_rapido,4.482
2100,5,estatico_lento,14.001
2100,5,dinamico_rapido,4.465
2100,5,dinamico_lento,13.511
2100,6,estatico_rapido,4.492
2100,6,estatico_lento,13.455
2100,6,dinamico_rapido,4.892
2100,6,dinamico_lento,13.129
2100,7,estatico_rapido,4.747
2100,7,estatico_lento,13.535
2100,7,dinamico_rapido,4.663
2100,7,dinamico_lento,13.225
2100,8,estatico_rapido,4.622
2100,8,estatico_lento,13.305
2100,8,dinamico_rapido,6.112
2100,8,dinamico_lento,13.273
2100,9,estatico_rapido,4.581
2100,9,estatico_lento,14.047
2100,9,dinamico_rapido,5.548
2100,9,dinamico_lento,13.567
2100,10,estatico_rapido,4.514
2100,10,estatico_lento,14.347
2100,10,dinamico_rapido,4.481
2100,10,dinamico_lento,15.587
2150,1,estatico_rapido,5.715
2150,1,estatico_lento,16.393
2150,1,dinamico_rapido,17.624
2150,1,dinamico_lento,16.112
