Tamanho,Tipo,mean,std
23500,estatico_rapido,554.4815000000001,1.1460369637241603
24000,dinamico_lento,10934.483100000001,124.0725456044437
24000,dinamico_rapido,565.0525,0.47516201915180073
24000,estatico_lento,10942.8681,158.14550239605344
24000,estatico_rapido,557.9202,0.9278402400796777
24500,dinamico_lento,11039.552099999999,154.23117906243527
24500,dinamico_rapido,601.7221000000001,1.1623806462027422
24500,estatico_lento,11039.8671,126.73077131677417
24500,estatico_rapido,602.7362,1.092289420335897
25000,dinamico_lento,12003.0947,107.10191099763074
25000,dinamico_rapido,613.3275,0.4638235416381703
25000,estatico_lento,12001.4889,79.09293456778836
25000,estatico_rapido,605.6378,0.8918902274258499
25500,dinamico_lento,12717.178100000001,69.65731409702106
25500,dinamico_rapido,652.2314,1.5590239966793955
25500,estatico_lento,12762.386900000001,121.51448628451193
25500,estatico_rapido,653.1088,1.0163831079972823
26000,dinamico_lento,13832.6339,140.60095032431414
26000,dinamico_rapido,663.8566,1.6608925445206983
26000,estatico_lento,13896.9754,62.80299849564856
26000,estatico_rapido,655.1535,0.845797486925155
26500,dinamico_lento,14992.8798,133.32774342682305
26500,dinamico_rapido,704.8234,0.8920438703711029
26500,estatico_lento,14975.793,151.49604661581844
26500,estatico_rapido,705.1458,0.9843583132624547
27000,dinamico_lento,15966.806,159.36388838685448
27000,dinamico_rapido,715.6605,1.9166606521644625
27000,estatico_lento,15987.386300000002,159.03392169879996
27000,estatico_rapido,707.295,1.289793437380982
27500,dinamico_lento,17410.7767,191.93175683331512
27500,dinamico_rapido,759.3549,1.66977885761356
27500,estatico_lento,17333.078100000002,198.6417943806562
27500,estatico_rapido,759.1164,1.178630485870026
28000,dinamico_lento,18839.7046,214.30323774772006
28000,dinamico_rapido,768.0794,1.0459483947329609
28000,estatico_lento,18942.319199999998,107.80258246319207
28000,estatico_rapido,760.5279,1.2407482016912432
28500,dinamico_lento,19889.4469,96.70547024795339
28500,dinamico_rapido,815.1541,1.6085851927150863
28500,estatico_lento,19900.9571,159.5783827412786
28500,estatico_rapido,814.8797,0.8056224715501787
29000,dinamico_lento,22335.3953,219.21273181549356
29000,dinamico_rapido,825.594,0.8598714374189419
29000,estatico_lento,22376.7618,215.82971002250815
29000,estatico_rapido,815.8942,1.2510377736547793
29500,dinamico_lento,24272.9337,99.34696801619664
29500,dinamico_rapido,873.5079,1.6871654367936328
29500,estatico_lento,24284.4244,116.91014948070207
29500,estatico_rapido,873.8933000000001,0.7798109528739693
30000,dinamico_lento,25840.5913,195.66863158641482
30000,dinamico_rapido,883.6018,1.0589080119527894
30000,estatico_lento,25954.1353,215.44268490253154
30000,estatico_rapido,873.5696,1.4523236706892737
