Tamanho,Tipo,mean,std
2100,dinamico_rapido,4.8112,0.568802015936418
2100,estatico_lento,13.631800000000002,0.36594468312999273
2100,estatico_rapido,4.5278,0.09768065883843659
2150,dinamico_lento,14.818999999999999,1.2391072951479578
2150,dinamico_rapido,6.3011,3.9907568329829366
2150,estatico_lento,14.3918,0.9137065903961366
2150,estatico_rapido,5.0299,0.2635465170831645
2200,dinamico_lento,16.2678,0.4265561836121689
2200,dinamico_rapido,4.8551,0.06200797439756342
2200,estatico_lento,16.0628,0.5356188113865221
2200,estatico_rapido,4.7833,0.08454196853897158
2250,dinamico_lento,17.810200000000002,0.7613257150815568
2250,dinamico_rapido,5.3309,0.03980075376170652
2250,estatico_lento,17.5951,0.2605304204886632
2250,estatico_rapido,5.3111,0.0185977895938679
2300,dinamico_lento,19.939799999999998,0.6534458746607189
2300,dinamico_rapido,5.4164,0.09649893493943067
2300,estatico_lento,20.2924,0.6643543565832246
2300,estatico_rapido,5.3758,0.05784807689111184
2350,dinamico_lento,21.2119,0.6391785440008999
2350,dinamico_rapido,5.9403999999999995,0.2092070744501726
2350,estatico_lento,21.5064,0.6689778604541249
2350,estatico_rapido,5.8167,0.08337605571545503
2400,dinamico_lento,23.308,0.7672467370771651
2400,dinamico_rapido,5.907,0.30708956348270794
2400,estatico_lento,22.9846,0.7660709569688118
2400,estatico_rapido,5.663600000000001,0.06081702977876415
2450,dinamico_lento,26.0125,0.8409578203189232
2450,dinamico_rapido,6.7522,0.47761602429845956
2450,estatico_lento,26.051,0.8622859798878272
2450,estatico_rapido,6.5608,0.2950309964883163
2500,dinamico_lento,28.7043,0.8016631392853791
2500,dinamico_rapido,6.8315,0.42523176687020414
2500,estatico_lento,30.2308,4.883292850799209
2500,estatico_rapido,6.5989,0.2751837567880778
2550,dinamico_lento,32.8123,1.0117291084519058
2550,dinamico_rapido,7.6293999999999995,0.983657709210317
2550,estatico_lento,33.552499999999995,4.503108364723689
2550,estatico_rapido,7.0173000000000005,0.14653406884862408
2600,dinamico_lento,33.3107,1.1879707300920994
2600,dinamico_rapido,7.232200000000001,0.8892424741192796
2600,estatico_lento,33.444900000000004,1.194218986990612
2600,estatico_rapido,6.9049000000000005,0.4383036618601309
2650,dinamico_lento,35.4374,1.0129107890957947
2650,dinamico_rapido,7.648999999999999,0.6788169447240133
2650,estatico_lento,35.7063,1.0795825376299673
2650,estatico_rapido,7.4131,0.11915298289733812
2700,dinamico_lento,38.0523,1.0101986658298685
2700,dinamico_rapido,7.699299999999999,0.4707941399616423
2700,estatico_lento,38.1512,0.8464978571870257
2700,estatico_rapido,7.578799999999999,0.16643704181728583
2750,dinamico_lento,39.8191,1.6761993019924597
2750,dinamico_rapido,8.1639,0.20727193624694001
2750,estatico_lento,39.653,1.2306233289588593
2750,estatico_rapido,8.2063,0.2721633700555605
2800,dinamico_lento,42.3399,3.7498126308745956
2800,dinamico_rapido,8.1557,0.7020397345513208
2800,estatico_lento,41.9718,1.2249137656722349
2800,estatico_rapido,7.8168999999999995,0.26550013601168315
2850,dinamico_lento,43.746500000000005,2.475084431780952
2850,dinamico_rapido,8.8007,0.3333726810109736
2850,estatico_lento,44.123599999999996,5.162087286704435
2850,estatico_rapido,8.8331,0.4908107691474498
2900,dinamico_lento,49.256099999999996,4.66587906329915
2900,dinamico_rapido,9.8103,0.9667640238330025
2900,estatico_lento,47.3688,1.7977729927144126
2900,estatico_rapido,10.875499999999999,3.985839218756545
2950,dinamico_lento,56.8606,5.985374066097383
2950,dinamico_rapido,12.4495,1.577649042087625
2950,estatico_lento,55.4559,3.5731643756697733
2950,estatico_rapido,12.1697,1.5992603880822183
3000,dinamico_lento,53.9252,2.6651453493821564
3000,dinamico_rapido,11.899899999999999,1.8915512417061302
3000,estatico_lento,60.8716,8.963101958089684
3000,estatico_rapido,11.4339,1.1925896611995257
3050,dinamico_lento,54.8651,3.8513271435528105
3050,dinamico_rapido,12.056000000000001,2.0032107560946586
3050,estatico_lento,57.146100000000004,9.642022176678271
3050,estatico_rapido,13.0314,3.856129556375869
3100,dinamico_lento,51.600300000000004,0.5984598844812706
3100,dinamico_rapido,10.2163,0.7443304299092498
3100,estatico_lento,51.7866,0.7028870938256493
3100,estatico_rapido,9.9543,0.35261406349971064
3150,dinamico_lento,53.350699999999996,0.5203276852138448
3150,dinamico_rapido,11.7987,0.8006308693080034
3150,estatico_lento,53.7746,1.1394110759510832
3150,estatico_rapido,11.5586,0.5869836643572139
3200,dinamico_lento,60.9524,0.9609991559714192
3200,dinamico_rapido,12.6702,0.9427737798645017
3200,estatico_lento,61.34779999999999,0.7230996243026718
3200,estatico_rapido,11.8947,1.382063276409586
3250,dinamico_lento,59.0851,3.3684680147905004
3250,dinamico_rapido,13.6256,4.888082973472888
3250,estatico_lento,60.5446,2.031961898155464
3250,estatico_rapido,13.3505,1.5769092308126746
3300,dinamico_lento,60.2607,1.8476990525756314
3300,dinamico_rapido,13.1705,5.259890181574348
3300,estatico_lento,60.5723,1.1610291459639508
3300,estatico_rapido,12.280100000000001,1.4692510904085339
3350,dinamico_lento,63.9847,4.485665664709706
3350,dinamico_rapido,11.701699999999999,0.14203289916228704
3350,estatico_lento,64.2281,1.3011691708271893
3350,estatico_rapido,11.8208,0.35014054321086563
3400,dinamico_lento,69.1811,8.868978000123052
3400,dinamico_rapido,11.719800000000001,0.7839590125340314
3400,estatico_lento,63.845299999999995,1.5485843033055766
3400,estatico_rapido,11.1693,0.08431561078603521
3450,dinamico_lento,72.1288,6.127635955244077
3450,dinamico_rapido,13.349100000000002,0.9152605518527377
3450,estatico_lento,71.26599999999999,4.58637278612776
3450,estatico_rapido,13.1996,0.6694990166783916
3500,dinamico_lento,70.5639,2.731357596914437
3500,dinamico_rapido,12.802699999999998,0.3493037678328452
3500,estatico_lento,71.66,2.665411871445846
3500,estatico_rapido,12.8251,0.3640160100264212
3550,dinamico_lento,70.05940000000001,2.14175090366114
3550,dinamico_rapido,13.4763,0.8942292832999327
3550,estatico_lento,71.5857,2.769318971636652
3550,estatico_rapido,13.5541,0.8800163445451834
3600,dinamico_lento,70.6121,0.677822075965861
3600,dinamico_rapido,12.7035,0.20275340797245442
3600,estatico_lento,70.5586,0.6288527826305793
3600,estatico_rapido,12.6954,0.40829515467775696
3650,dinamico_lento,72.3475,0.9849431173648756
3650,dinamico_rapido,13.8245,0.1877582665734499
3650,estatico_lento,72.2164,0.5131071363110565
3650,estatico_rapido,13.899899999999999,0.508160178159079
3700,dinamico_lento,75.2222,0.3278793138403911
3700,dinamico_rapido,13.735,0.2683505170481319
3700,estatico_lento,75.2735,0.7214567439100765
3700,estatico_rapido,13.702000000000002,0.2024966392039356
3750,dinamico_lento,77.9362,0.5553140853006814
3750,dinamico_rapido,14.6351,0.23433805116161188
3750,estatico_lento,78.4512,1.4601070584796942
3750,estatico_rapido,14.6465,0.24441642516183104
3800,dinamico_lento,80.2594,0.5177827086079049
3800,dinamico_rapido,14.2443,0.21592336603526752
3800,estatico_lento,80.3757,0.4309132549984216
3800,estatico_rapido,14.073400000000001,0.22407697090260958
3850,dinamico_lento,82.96340000000001,1.0127892398936937
3850,dinamico_rapido,15.727500000000001,0.24340101798381086
3850,estatico_lento,82.78040000000001,0.6856249703737496
3850,estatico_rapido,15.697899999999999,0.25415238211225416
3900,dinamico_lento,85.6606,0.8101788828537948
3900,dinamico_rapido,15.3901,0.2906163756187487
3900,estatico_lento,86.0072,1.4622759885420593
3900,estatico_rapido,15.4382,0.3830131416370291
3950,dinamico_lento,87.0774,0.5154719951440402
3950,dinamico_rapido,16.2968,0.5014631480865663
3950,estatico_lento,87.0005,0.6986600270040766
3950,estatico_rapido,16.1963,0.22124498738828985
4000,dinamico_lento,90.05510000000001,0.8113473636146477
4000,dinamico_rapido,15.7183,0.2511489376622738
4000,estatico_lento,90.3031,1.0709050637454083
4000,estatico_rapido,15.481100000000001,0.20400296838799
4050,dinamico_lento,93.2175,0.5845344301236698
4050,dinamico_rapido,16.902,0.058885953805263305
4050,estatico_lento,93.2994,0.8379806680347641
4050,estatico_rapido,17.2094,0.3571785112361734
4100,dinamico_lento,95.8922,0.6064453442442732
4100,dinamico_rapido,16.927500000000002,0.272215294696434
4100,estatico_lento,95.9964,0.6132402465592068
4100,estatico_rapido,16.918100000000003,0.24814890243113788
4150,dinamico_lento,98.4663,0.8098762662695257
4150,dinamico_rapido,17.8594,0.20475687479979118
4150,estatico_lento,98.5293,0.7939128205707878
4150,estatico_rapido,17.9114,0.2933659830314344
4200,dinamico_lento,100.71430000000001,0.7418553392976567
4200,dinamico_rapido,17.4018,0.5507671014140192
4200,estatico_lento,100.2937,0.25117592329768695
4200,estatico_rapido,17.0894,0.3458278955395773
4250,dinamico_lento,105.0986,1.5909173594013115
4250,dinamico_rapido,19.0507,0.2738117966779371
4250,estatico_lento,104.2628,0.4483343990074052
4250,estatico_rapido,18.551399999999997,0.03669150673748076
4300,dinamico_lento,107.90540000000001,0.6732434263408085
4300,dinamico_rapido,18.4467,0.0810076128109781
4300,estatico_lento,107.5927,0.33132328958620455
4300,estatico_rapido,18.7765,0.30484650053574397
4350,dinamico_lento,109.6722,1.248664958176445
4350,dinamico_rapido,19.686500000000002,0.4230900219417452
4350,estatico_lento,111.01010000000001,4.175072732566733
4350,estatico_rapido,19.6664,0.3105969878941008
4400,dinamico_lento,110.03810000000001,0.5927488600673221
4400,dinamico_rapido,18.985400000000002,0.28775228544318737
4400,estatico_lento,110.89439999999999,1.0722019088461503
4400,estatico_rapido,18.7344,0.2137512573062432
4450,dinamico_lento,125.6491,5.853308360804738
4450,dinamico_rapido,20.5922,0.3604555142840481
4450,estatico_lento,123.5889,4.28154568273344
4450,estatico_rapido,20.6431,0.33564447129531433
4500,dinamico_lento,119.5509,0.727235320313248
4500,dinamico_rapido,20.2835,0.24073510107354357
4500,estatico_lento,119.56980000000001,0.9881349210620062
4500,estatico_rapido,20.3902,0.41104928063568047
4550,dinamico_lento,123.5512,1.1066055003176747
4550,dinamico_rapido,21.511000000000003,0.28315759255619855
4550,estatico_lento,122.7506,0.9196445206950605
4550,estatico_rapido,21.5256,0.27674625361310523
4600,dinamico_lento,125.14680000000001,1.142135407422817
4600,dinamico_rapido,20.7903,0.4902604863176752
4600,estatico_lento,124.9609,0.8014261524169146
4600,estatico_rapido,20.6511,0.43313802008648966
4650,dinamico_lento,129.3624,1.032677232569145
4650,dinamico_rapido,23.0643,0.26772624907626197
4650,estatico_lento,129.6042,1.0118372508571825
4650,estatico_rapido,23.1272,0.36735021134848694
4700,dinamico_lento,132.5588,1.5415078332593781
4700,dinamico_rapido,21.9655,0.04618381149758435
4700,estatico_lento,131.9269,0.7229837019831956
4700,estatico_rapido,21.9698,0.11488815817519428
4750,dinamico_lento,134.57840000000002,1.2779437650642849
4750,dinamico_rapido,23.4619,0.3169481030074157
4750,estatico_lento,134.77439999999999,1.4057856008494136
4750,estatico_rapido,23.4587,0.5127197740156578
4800,dinamico_lento,150.43220000000002,1.119466222010388
4800,dinamico_rapido,22.6876,0.32183508544318445
4800,estatico_lento,150.6089,0.8438558921206147
4800,estatico_rapido,22.1935,0.08184979467835525
4850,dinamico_lento,143.4579,1.1125084219406451
4850,dinamico_rapido,24.4452,0.36655446768219535
4850,estatico_lento,144.36010000000002,2.23288236491659
4850,estatico_rapido,24.405099999999997,0.3093489399798662
4900,dinamico_lento,145.4272,1.892276982309349
4900,dinamico_rapido,24.119,0.29851000355469254
4900,estatico_lento,144.3503,2.1634038021393796
4900,estatico_rapido,24.1078,0.3072924050838581
4950,dinamico_lento,147.8647,0.7850966041053694
4950,dinamico_rapido,25.4624,0.4813735440267672
4950,estatico_lento,147.96480000000003,1.546431864361033
4950,estatico_rapido,25.4805,0.29045299868385677
5000,dinamico_lento,152.82670000000002,1.3818096065988563
5000,dinamico_rapido,24.497999999999998,0.31984961744197543
5000,estatico_lento,151.45329999999998,0.7888498026310922
5000,estatico_rapido,24.1673,0.20241214829594018
5500,dinamico_lento,193.9543,4.0183196336003135
5500,dinamico_rapido,30.6214,0.5549504882820123
5500,estatico_lento,191.9238,2.620586779075759
5500,estatico_rapido,30.2943,0.28727031404816916
6000,dinamico_lento,254.00140000000002,3.373624401144857
6000,dinamico_rapido,35.3266,0.3355834719807682
6000,estatico_lento,254.19519999999997,5.066132204266979
6000,estatico_rapido,34.9381,0.4014975992732966
6500,dinamico_lento,324.57800000000003,3.9258262258479757
6500,dinamico_rapido,42.4993,0.5680062695272133
6500,estatico_lento,324.2502,2.419283769125802
6500,estatico_rapido,42.6879,0.7041152762312592
7000,dinamico_lento,391.2586,4.524536150565915
7000,dinamico_rapido,48.131099999999996,0.6898548075903778
7000,estatico_lento,390.8402,3.4800313472406823
7000,estatico_rapido,47.6083,0.5840449088516699
7500,dinamico_lento,521.9993999999999,6.6565114019615805
7500,dinamico_rapido,56.2745,0.43222891311588013
7500,estatico_lento,524.7083,5.875272023016874
7500,estatico_rapido,56.11,0.38222971568881886
8000,dinamico_lento,631.1602,4.018493023233652
8000,dinamico_rapido,62.82340000000001,0.7983597351236281
8000,estatico_lento,628.545,2.977769560519358
8000,estatico_rapido,61.963699999999996,0.6036279299185697
8500,dinamico_lento,781.0782,33.065169780635046
8500,dinamico_rapido,82.5086,12.14332744258252
8500,estatico_lento,806.0101999999999,47.77935160668834
8500,estatico_rapido,80.6498,13.611484838588003
9000,dinamico_lento,880.4259,14.255775838819416
9000,dinamico_rapido,81.6485,3.344960529579446
9000,estatico_lento,880.597,23.435204235413785
9000,estatico_rapido,80.6944,3.1737260681343535
9500,dinamico_lento,980.4939,16.74650349210576
9500,dinamico_rapido,94.1246,5.307730341471561
9500,estatico_lento,981.9828,14.7479312583155
9500,estatico_rapido,92.98920000000001,1.7806558591959554
10000,dinamico_lento,1090.0918,17.300483639996347
10000,dinamico_rapido,99.3431,1.3342185769622248
10000,estatico_lento,1096.694,7.542428138353198
10000,estatico_rapido,100.912,8.84493713312248
10500,dinamico_lento,1245.2204,35.25840499386093
10500,dinamico_rapido,112.4562,1.6512012327730088
10500,estatico_lento,1227.5062,19.05398514047223
10500,estatico_rapido,123.5057,21.914239369008957
11000,dinamico_lento,1354.9058,39.63303041039269
11000,dinamico_rapido,121.7663,3.868859523310602
11000,estatico_lento,1352.2975000000001,30.060451335600483
11000,estatico_rapido,119.1584,1.7832473001054363
11500,dinamico_lento,1456.3523,13.666582154616712
11500,dinamico_rapido,133.0278,0.6295142395353588
11500,estatico_lento,1447.9095,9.269114799519354
11500,estatico_rapido,132.8895,0.5213606663764035
12000,dinamico_lento,1640.3419999999999,11.443300097048567
12000,dinamico_rapido,141.6443,0.6965208858637597
12000,estatico_lento,1644.4391,12.89232442148762
12000,estatico_rapido,140.5737,1.1197588083551273
12500,dinamico_lento,1740.9027,19.45803870469309
12500,dinamico_rapido,157.5567,0.7844654301568137
12500,estatico_lento,1743.7027999999998,13.294971679381442
12500,estatico_rapido,157.2448,0.604825374247258
13000,dinamico_lento,1958.6462,21.488701815915572
13000,dinamico_rapido,166.3159,1.0553152714815621
13000,estatico_lento,1963.5857,17.37519655556284
13000,estatico_rapido,164.4341,0.34575760616683077
13500,dinamico_lento,2169.8838,18.416021743157337
13500,dinamico_rapido,183.3725,0.6340853868192996
13500,estatico_lento,2173.0726,19.39056892867714
13500,estatico_rapido,183.7475,0.7742898179765952
14000,dinamico_lento,2289.635,17.54582850075137
14000,dinamico_rapido,192.2292,0.21663476688246489
14000,estatico_lento,2291.8784,24.595989100303196
14000,estatico_rapido,190.5501,0.8641103903244434
14500,dinamico_lento,2719.2059,21.751062561273447
14500,dinamico_rapido,211.4146,0.6127006156716674
14500,estatico_lento,2729.4784,24.176057316646514
14500,estatico_rapido,211.6062,0.7218194295590048
15000,dinamico_lento,3022.7400000000002,23.693922746373367
15000,dinamico_rapido,220.7216,0.4141492484600177
15000,estatico_lento,3023.6089,18.98227791300786
15000,estatico_rapido,217.891,0.44877388515822
15500,dinamico_lento,3352.1415,34.09596705460773
15500,dinamico_rapido,241.2,0.6033281767735452
15500,estatico_lento,3335.7955,35.674208801473306
15500,estatico_rapido,241.4744,0.843442311799293
16000,dinamico_lento,4127.4256000000005,37.13662409476052
16000,dinamico_rapido,250.9595,0.5852517501991072
16000,estatico_lento,4115.0065,48.52089754654393
16000,estatico_rapido,247.76169999999996,0.5312413241121605
16500,dinamico_lento,3635.7406,36.209048826686086
16500,dinamico_rapido,273.35,1.1610701002858475
16500,estatico_lento,3620.0398999999998,28.299448861731857
16500,estatico_rapido,273.563,1.0474323101969194
17000,dinamico_lento,4195.1223,57.63083719107725
17000,dinamico_rapido,283.5082,0.5051951878014854
17000,estatico_lento,4193.5118,23.68919113951436
17000,estatico_rapido,280.0804,1.013597027093776
17500,dinamico_lento,4656.6846,70.07218252186662
17500,dinamico_rapido,309.0494,4.335918387915842
17500,estatico_lento,4602.3844,89.59278976098186
17500,estatico_rapido,308.07910000000004,1.8532223258122262
18000,dinamico_lento,4921.843800000001,55.933632851403054
18000,dinamico_rapido,317.6188,0.6330398969347214
18000,estatico_lento,4933.8743,47.62268761618642
18000,estatico_rapido,314.0985,0.631863074126385
18500,dinamico_lento,5347.4205999999995,76.86938955599364
18500,dinamico_rapido,343.281,0.8504183284321646
18500,estatico_lento,5313.9309,53.23148377177237
18500,estatico_rapido,343.0594,0.9153932002757685
19000,dinamico_lento,5726.6787,63.09823174498966
19000,dinamico_rapido,354.22339999999997,0.9178908431834233
19000,estatico_lento,5639.402,60.98900109036013
19000,estatico_rapido,349.988,0.7798521227343862
19500,dinamico_lento,6078.8387999999995,92.86172837049459
19500,dinamico_rapido,381.73310000000004,0.7882246507183095
19500,estatico_lento,6095.5988,43.536203506201204
19500,estatico_rapido,382.0933,0.9246536949342397
20000,dinamico_lento,6483.6159,58.739589758431926
20000,dinamico_rapido,392.93899999999996,1.1926910748387403
20000,estatico_lento,6412.0595,80.18065217196855
20000,estatico_rapido,387.9687,0.5898033664799829
20500,dinamico_lento,6994.821099999999,54.58092918155767
20500,dinamico_rapido,423.64669999999995,6.795574214148488
20500,estatico_lento,7053.3850999999995,298.9482678032176
20500,estatico_rapido,421.5811,0.7156306387453709
21000,dinamico_lento,7461.3488,85.14693207600347
21000,dinamico_rapido,433.29080000000005,1.228272752915879
21000,estatico_lento,7499.104600000001,36.24126554449583
21000,estatico_rapido,427.81170000000003,1.15232133346371
21500,dinamico_lento,7531.58,72.81451705379776
21500,dinamico_rapido,464.01009999999997,1.117553424027484
21500,estatico_lento,7531.1219,59.269728003893846
21500,estatico_rapido,464.02650000000006,1.216971400193493
22000,dinamico_lento,8319.2276,67.62456846968519
22000,dinamico_rapido,475.0349,1.1160571918837858
22000,estatico_lento,8310.6746,89.22050433766117
22000,estatico_rapido,469.16459999999995,1.376368264673381
22500,dinamico_lento,8626.4163,61.89399909172659
22500,dinamico_rapido,508.3565,0.6911268174349732
22500,estatico_lento,8598.4882,102.69179700313654
22500,estatico_rapido,507.6376,0.7505475334714
23000,dinamico_lento,9226.441,71.7525046996041
23000,dinamico_rapido,518.6713,0.860277351917548
23000,estatico_lento,9270.685800000001,89.73674622385477
23000,estatico_rapido,512.7527,0.5481396922520767
23500,dinamico_lento,9792.8882,127.75316607148706
23500,dinamico_rapido,553.8868,1.2897812734465257
23500,estatico_lento,9769.017300000001,87.26881814644769
